Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000025909	Sntg1	1	-	8361475	9299878	0.000000	0.000000	0.000000
ENSMUSG00000102647	Gm38024	1	-	8450960	8453491	0.000000	0.000000	0.000000
ENSMUSG00000086235	Gm16284	1	-	8468426	8468825	0.000000	0.000000	0.000000
ENSMUSG00000102253	Gm38259	1	-	8527780	8531313	0.000000	0.000000	0.000000
ENSMUSG00000093970	Gm23358	1	-	8588615	8588724	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8643696	8644859	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8791923	8792162	1.312500	0.931185	1.884673
ENSMUSG00000103933	Gm36964	1	+	8815842	8816039	0.000000	0.000000	0.000000
ENSMUSG00000076135	Gm24276	1	+	8816138	8816247	0.000000	0.000000	0.000000
ENSMUSG00000086195	Gm6152	1	-	8855928	8856267	0.000000	0.000000	0.000000
ENSMUSG00000104504	Gm7445	1	+	8856763	8857102	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	8962996	8963621	0.199681	0.141668	0.286730
ENSMUSG00000102316	Gm37629	1	-	9191067	9192116	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9258617	9259134	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9286922	9290180	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9545408	9547455	54.984863	39.010326	78.955063
ENSMUSG00000025911	Adhfe1	1	+	9547948	9580673	0.834392	0.690855	1.398258
ENSMUSG00000079671	2610203C22Rik	1	-	9560832	9631175	0.000000	0.000000	0.000000
ENSMUSG00000081441	Gm6161	1	+	9574548	9575649	2.093128	1.485020	3.005610
ENSMUSG00000067879	3110035E14Rik	1	+	9601199	9627143	0.000000	0.000000	0.000000
ENSMUSG00000025912	Mybl1	1	-	9667415	9700209	1.073491	0.848511	1.717346
ENSMUSG00000045210	Vcpip1	1	-	9718622	9748382	6.484973	4.600919	9.312043
ENSMUSG00000097893	1700034P13Rik	1	+	9747648	9791924	0.099373	0.934875	1.892142
ENSMUSG00000025915	Sgk3	1	+	9798107	9900845	0.374851	2.359554	4.775626
ENSMUSG00000046334	Gm6195	1	-	9802197	9802553	0.000000	0.000000	0.000000
ENSMUSG00000088916	Gm22607	1	-	9834498	9834602	0.000000	0.000000	0.000000
ENSMUSG00000046101	Mcmdc2	1	+	9908638	9942085	0.050710	0.083370	0.168736
ENSMUSG00000098234	Snhg6	1	-	9941959	9944118	29.054970	48.076744	97.305054
ENSMUSG00000093178	Snord87	1	-	9942463	9942549	2.724138	1.932705	3.911703
ENSMUSG00000099032	Tcf24	1	-	9960163	9967932	0.179824	0.202707	0.410269
ENSMUSG00000104025	E330040D14Rik	1	+	9967314	9968687	0.000000	0.000000	0.000000
ENSMUSG00000025916	Ppp1r42	1	-	9968624	10009136	0.000000	0.000000	0.000000
ENSMUSG00000087199	Gm15818	1	+	9982387	9992366	0.000000	0.000000	0.000000
ENSMUSG00000025917	Cops5	1	-	10024601	10038168	29.182667	46.153294	93.412086
ENSMUSG00000056763	Cspp1	1	+	10037987	10136768	1.393457	6.590631	13.339126
ENSMUSG00000102356	1700047N06Rik	1	-	10057025	10057944	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10137571	10232670	17.732462	20.792177	42.082382
ENSMUSG00000088153	Gm26348	1	+	10166539	10166778	0.000000	0.000000	0.000000
ENSMUSG00000102556	Gm37569	1	-	10197081	10198802	0.000000	0.000000	0.000000
ENSMUSG00000025938	Slco5a1	1	-	12866549	12992650	0.018231	0.038104	0.077122
ENSMUSG00000005886	Ncoa2	1	-	13139105	13374083	5.284299	8.323359	16.846085
ENSMUSG00000103506	Gm38376	1	-	13177462	13179714	0.000000	0.000000	0.000000
ENSMUSG00000103495	Gm37409	1	-	13234809	13236434	0.000000	0.000000	0.000000
ENSMUSG00000099183	Gm27881	1	+	13262198	13262279	0.000000	0.000000	0.000000
ENSMUSG00000102639	Gm38223	1	-	13289812	13290506	0.000000	0.000000	0.000000
ENSMUSG00000104170	Gm37702	1	-	13297036	13298907	0.000000	0.000000	0.000000
ENSMUSG00000087782	Gm23169	1	-	13334498	13334609	0.000000	0.000000	0.000000
ENSMUSG00000103085	Gm38120	1	-	13343563	13348204	0.000000	0.000000	0.000000
ENSMUSG00000102664	Gm38380	1	-	13354483	13356730	0.000000	0.000000	0.000000
ENSMUSG00000025935	Tram1	1	-	13564698	13589910	27.209518	20.801353	42.100952
ENSMUSG00000025937	Lactb2	1	-	13623330	13660546	7.648598	5.513421	11.158903
ENSMUSG00000102982	Gm38319	1	-	13641483	13642748	0.000000	0.000000	0.000000
ENSMUSG00000067813	Xkr9	1	+	13668771	13701723	0.140706	0.099827	0.202046
ENSMUSG00000081201	Smt3h2-ps4	1	-	14839869	14840156	1.049193	0.744375	1.506580
ENSMUSG00000082193	Rpl5-ps1	1	+	14865072	14865965	2.826064	2.005019	4.058063
ENSMUSG00000032769	Trpa1	1	-	14872648	14918862	0.000000	0.000000	0.000000
ENSMUSG00000073737	Gm10566	1	-	15268802	15269797	0.781125	0.554188	1.121650
ENSMUSG00000092083	Kcnb2	1	+	15287254	15723750	0.009891	0.007169	0.014509
ENSMUSG00000102937	Gm38116	1	+	15364302	15365834	0.000000	0.000000	0.000000
ENSMUSG00000104149	Gm37138	1	+	15556249	15558337	0.000000	0.000000	0.000000
ENSMUSG00000088829	Gm25227	1	-	15685935	15686046	0.000000	0.000000	0.000000
ENSMUSG00000025925	Terf1	1	+	15805646	15844052	8.836047	14.151773	28.642521
ENSMUSG00000104379	Gm37509	1	+	15853331	15856499	0.000000	0.000000	0.000000
ENSMUSG00000032719	Sbspon	1	-	15853862	15892722	0.105167	0.074613	0.151014
ENSMUSG00000088943	Gm23259	1	+	15879530	15879832	0.000000	0.000000	0.000000
ENSMUSG00000043716	Rpl7	1	-	16101295	16104662	984.077148	1689.233643	3418.928955
ENSMUSG00000025921	Rdh10	1	+	16105774	16133734	8.657452	7.252620	14.678959
ENSMUSG00000100868	Gm28095	1	+	16228506	16244062	0.000000	0.000000	0.000000
ENSMUSG00000025920	Stau2	1	-	16228674	16520112	4.657784	9.626690	19.483965
ENSMUSG00000089982	Gm7568	1	+	16253592	16267921	0.000000	0.000000	0.000000
ENSMUSG00000025939	Ube2w	1	-	16540790	16619489	1.246804	8.455263	17.113054
ENSMUSG00000102457	Gm38342	1	+	16618560	16621539	0.000000	0.000000	0.000000
ENSMUSG00000079658	Tceb1	1	-	16641725	16657042	20.688349	30.821333	62.380920
ENSMUSG00000025940	Tmem70	1	+	16665207	16678275	53.863369	41.741016	84.481842
ENSMUSG00000025779	Ly96	1	+	16688051	16709611	5.742410	6.542885	13.242489
ENSMUSG00000101640	Gm28376	1	+	16898185	17091631	0.000000	0.000000	0.000000
ENSMUSG00000104133	4921511E07Rik	1	+	16930970	16931796	0.000000	0.000000	0.000000
ENSMUSG00000042686	Jph1	1	-	16964560	17097889	0.057423	0.042341	0.085697
ENSMUSG00000101589	Rbm6-ps1	1	-	17397412	17400281	0.052265	0.037081	0.075049
ENSMUSG00000089787	Gm15825	1	-	19063300	19104840	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19103022	19166346	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19153422	19153966	0.438278	0.310947	0.629342
ENSMUSG00000043760	Pkhd1	1	-	20057779	20618064	0.025170	0.028686	0.058059
ENSMUSG00000104095	Gm37315	1	-	20062070	20065548	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20356452	20392300	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20444258	20444810	0.000000	0.000000	0.000000
ENSMUSG00000070175	Gm24162	1	-	20444811	20444912	0.000000	0.000000	0.000000
ENSMUSG00000041859	Mcm3	1	-	20802968	20820312	59.438034	52.573845	106.406967
ENSMUSG00000025931	Paqr8	1	+	20890606	20939650	0.156471	0.407182	0.824117
ENSMUSG00000077314	Gm24171	1	-	20915410	20915540	0.000000	0.000000	0.000000
ENSMUSG00000041779	Tram2	1	-	20996299	21079229	0.483711	0.352114	0.712662
ENSMUSG00000100819	Gm2693	1	+	21178988	21187427	0.220665	0.156556	0.316862
ENSMUSG00000025933	Tmem14a	1	+	21218575	21230167	3.623982	2.936749	5.943841
ENSMUSG00000025934	Gsta3	1	+	21240589	21265661	1.092311	2.310538	4.676420
ENSMUSG00000099343	Gm28836	1	-	21250359	21271593	0.000000	0.000000	0.000000
ENSMUSG00000028033	Kcnq5	1	-	21398403	21961942	0.000000	0.000000	0.000000
ENSMUSG00000104138	Gm36949	1	-	21454691	21457017	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21511933	21513056	0.133452	0.094681	0.191629
ENSMUSG00000103748	Gm38243	1	-	21838948	21840514	0.000000	0.000000	0.000000
ENSMUSG00000097109	Gm26580	1	+	21959842	21962530	0.000000	0.000000	0.000000
ENSMUSG00000026158	Ogfrl1	1	-	23366424	23397772	0.106548	0.126545	0.256122
ENSMUSG00000026156	B3gat2	1	+	23761753	23849158	0.780173	0.607150	1.228843
ENSMUSG00000026155	Smap1	1	-	23844846	23922317	9.030200	23.717054	48.002197
ENSMUSG00000026154	Sdhaf4	1	-	23995939	24005656	19.173914	17.491964	35.402905
ENSMUSG00000102495	Gm26524	1	+	24005505	24005894	0.000000	0.000000	0.000000
ENSMUSG00000026153	Fam135a	1	-	24011093	24100341	13.324327	15.505279	31.381952
ENSMUSG00000026147	Col9a1	1	+	24177610	24252684	0.154671	0.146743	0.297002
ENSMUSG00000100131	Gm28439	1	-	24611535	24612410	805.804504	571.697327	1157.088257
ENSMUSG00000067736	Gm10222	1	-	24612407	24612700	881.029846	625.067749	1265.107544
ENSMUSG00000101939	Gm28438	1	-	24612775	24613119	602.481140	427.444702	865.127808
ENSMUSG00000101111	Gm28437	1	-	24613189	24613971	1977.381226	1402.900513	2839.404297
ENSMUSG00000100862	Gm10925	1	-	24613974	24614651	2859.364258	2028.644409	4105.880371
ENSMUSG00000102070	Gm28661	1	-	24614885	24615565	2531.963379	1796.362061	3635.751953
ENSMUSG00000101249	Gm29216	1	-	24615706	24616197	2596.924805	1842.450439	3729.032959
ENSMUSG00000073725	Lmbrd1	1	+	24678630	24766301	3.457718	6.384170	12.921257
ENSMUSG00000086240	Gm7846	1	-	28580499	28580772	0.071168	0.050492	0.102193
ENSMUSG00000099492	Gm5525	1	-	29484604	29485915	1.022867	0.725697	1.468777
ENSMUSG00000048874	Phf3	1	-	30802339	30873921	8.200742	12.977098	26.265032
ENSMUSG00000103783	Gm37522	1	-	30833548	30836431	0.000000	0.000000	0.000000
ENSMUSG00000104315	Gm37906	1	-	30865504	30868538	0.000000	0.000000	0.000000
ENSMUSG00000026064	Ptp4a1	1	-	30940302	30949770	21.306543	23.706478	47.980789
ENSMUSG00000070960	Gm19680	1	+	31615149	31616661	3.374752	2.394299	4.845947
ENSMUSG00000026058	Khdrbs2	1	+	32172714	32658568	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32213133	32213239	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32473757	32475565	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32485315	32486942	0.009214	0.006537	0.013231
ENSMUSG00000104313	Gm37911	1	+	32496444	32497988	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32519563	32520999	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32539028	32542440	0.000000	0.000000	0.000000
ENSMUSG00000091318	Gm5415	1	-	32543686	32547294	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32568359	32568421	0.000000	0.000000	0.000000
ENSMUSG00000102917	Gm37724	1	+	33065130	33066350	0.198285	0.140678	0.284726
ENSMUSG00000100481	Gm7114	1	+	33100907	33102695	0.165456	0.117387	0.237585
ENSMUSG00000026134	Prim2	1	-	33453810	33669795	5.866622	12.514044	25.327833
ENSMUSG00000101682	Gm29228	1	+	33482101	33482518	0.000000	0.000000	0.000000
ENSMUSG00000102714	Gm37618	1	-	33613758	33616832	0.000000	0.000000	0.000000
ENSMUSG00000102093	Gm17813	1	+	33657781	33658108	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33669824	33670712	0.492688	0.357183	0.722922
ENSMUSG00000004768	Rab23	1	+	33719887	33742564	1.105608	2.266153	4.586586
ENSMUSG00000042215	Bag2	1	-	33745484	33757795	3.837202	4.937363	9.992989
ENSMUSG00000103072	Gm37905	1	+	33748007	33748347	0.000000	0.000000	0.000000
ENSMUSG00000042197	Zfp451	1	-	33761545	33814595	2.387714	5.646108	11.427456
ENSMUSG00000026131	Dst	1	+	33908225	34308661	0.129799	1.067606	2.160785
ENSMUSG00000103596	Gm37354	1	+	33922455	33924838	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	33963352	33963685	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	33981410	33981502	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34032100	34033797	0.000000	0.000000	0.000000
ENSMUSG00000105982	Mir6896	1	+	34117359	34117431	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34165856	34178446	0.189972	0.358974	0.726546
ENSMUSG00000104475	D630036G22Rik	1	+	34236596	34238820	0.459326	0.325880	0.659565
ENSMUSG00000103001	A930005N03Rik	1	-	34269882	34271128	0.000000	0.000000	0.000000
ENSMUSG00000102839	Gm37385	1	+	34350775	34351161	0.122480	0.086896	0.175874
ENSMUSG00000101462	Gm3052	1	-	34415050	34417986	0.487572	0.456820	0.924581
ENSMUSG00000102336	Gm37233	1	-	34427002	34433264	0.326681	0.231772	0.469095
ENSMUSG00000092852	Mir5103	1	-	34433121	34433199	0.000000	0.000000	0.000000
ENSMUSG00000042111	Ccdc115	1	-	34436670	34439672	17.396383	18.241165	36.919258
ENSMUSG00000101711	Gm28306	1	-	34439511	34444730	0.000000	0.000000	0.000000
ENSMUSG00000026127	Imp4	1	+	34439851	34449356	13.807905	15.145819	30.654423
ENSMUSG00000026126	Ptpn18	1	+	34459762	34475733	7.287027	25.448217	51.505989
ENSMUSG00000100280	Gm28417	1	-	34468834	34473148	0.668823	1.777251	3.597073
ENSMUSG00000037509	Arhgef4	1	+	34678188	34813309	0.294878	3.530832	7.146238
ENSMUSG00000102537	Gm37224	1	+	34752775	34752922	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34753123	34753477	0.000000	0.000000	0.000000
ENSMUSG00000104002	Gm38336	1	-	34809360	34811908	1.217441	0.863743	1.748174
ENSMUSG00000037503	Fam168b	1	-	34813219	34843065	68.776108	51.629032	104.494720
ENSMUSG00000104358	Gm37127	1	+	34823525	34826560	0.000000	0.000000	0.000000
ENSMUSG00000026123	Plekhb2	1	+	34849976	34879580	11.358432	43.716465	88.480049
ENSMUSG00000045216	Hs6st1	1	+	36068400	36106446	25.833996	27.364105	55.383652
ENSMUSG00000104523	Gm37335	1	-	36105384	36106446	0.000000	0.000000	0.000000
ENSMUSG00000102202	Gm33280	1	+	36132042	36138746	0.055069	0.039070	0.079076
ENSMUSG00000037470	Uggt1	1	-	36140027	36244720	11.293923	12.114106	24.518377
ENSMUSG00000098752	Mir6897	1	-	36144252	36144313	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36264597	36274679	64.221428	61.318489	124.105736
ENSMUSG00000037447	Arid5a	1	+	36307733	36324029	0.488676	1.952058	3.950873
ENSMUSG00000102762	4930403P22Rik	1	+	36332708	36333420	0.077139	0.054728	0.110767
ENSMUSG00000010453	Kansl3	1	-	36335730	36369181	21.599791	23.474655	47.511593
ENSMUSG00000098680	Mir6898	1	-	36348682	36348758	0.000000	0.000000	0.000000
ENSMUSG00000037432	Fer1l5	1	+	36372291	36422110	0.323159	0.230761	0.467050
ENSMUSG00000001143	Lman2l	1	-	36419871	36445271	2.970656	4.879231	9.875333
ENSMUSG00000037408	Cnnm4	1	+	36471620	36508764	18.650423	14.110546	28.559078
ENSMUSG00000104316	Gm37909	1	+	36473952	36476110	0.000000	0.000000	0.000000
ENSMUSG00000106081	AC084391.1	1	+	36506562	36506702	0.284512	0.201854	0.408543
ENSMUSG00000001138	Cnnm3	1	+	36511867	36528237	7.798676	7.877198	15.943077
ENSMUSG00000102845	Gm38033	1	-	36527534	36528237	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36530188	36536883	2.522803	2.677949	5.420043
ENSMUSG00000109510	Gm43543	1	-	36530193	36539429	0.000000	0.000000	0.000000
ENSMUSG00000079610	Ankrd39	1	-	36537507	36547445	1.342931	1.926570	3.899287
ENSMUSG00000026121	Sema4c	1	-	36548639	36558349	4.389097	4.122770	8.344291
ENSMUSG00000087589	D430040D24Rik	1	+	36557701	36565613	0.637766	0.650998	1.317590
ENSMUSG00000046337	Fam178b	1	-	36562692	36683183	0.000000	0.000000	0.000000
ENSMUSG00000089906	Gm6428	1	+	36601802	36602146	0.000000	0.000000	0.000000
ENSMUSG00000077939	Gm24133	1	+	36663965	36664039	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36691484	36693681	202.839920	265.947845	538.265869
ENSMUSG00000037351	Actr1b	1	-	36698114	36714422	43.767632	45.920189	92.940292
ENSMUSG00000102416	4933424G06Rik	1	+	36710149	36757953	0.000000	0.000000	0.000000
ENSMUSG00000104237	Gm33533	1	-	36739048	36744792	0.000000	0.000000	0.000000
ENSMUSG00000026116	Tmem131	1	-	36792191	36943666	11.758867	13.315952	26.950857
ENSMUSG00000103016	Gm37506	1	-	36871903	36872045	0.000000	0.000000	0.000000
ENSMUSG00000102930	Gm38115	1	-	36913601	36916539	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36922797	36926348	0.000000	0.000000	0.000000
ENSMUSG00000080054	Rpl12-ps1	1	-	36957930	36958427	0.150602	0.106848	0.216256
ENSMUSG00000050122	Vwa3b	1	+	37026596	37187613	0.096889	0.817142	1.653856
ENSMUSG00000103603	Gm37020	1	-	37132273	37133264	0.000000	0.000000	0.000000
ENSMUSG00000026113	Inpp4a	1	+	37299865	37410736	1.968874	3.654474	7.396482
ENSMUSG00000086064	4930439A04Rik	1	-	37329667	37334172	0.000000	0.000000	0.000000
ENSMUSG00000102879	Gm37135	1	-	37330971	37331504	0.000000	0.000000	0.000000
ENSMUSG00000026112	Coa5	1	-	37417084	37430103	32.710346	31.360132	63.471428
ENSMUSG00000026111	Unc50	1	+	37430139	37439124	28.494930	26.303419	53.236877
ENSMUSG00000026110	Mgat4a	1	-	37439340	37541016	16.147711	20.593922	41.681122
ENSMUSG00000103948	4930594C11Rik	1	-	37485851	37488605	0.091309	0.064781	0.131114
ENSMUSG00000087233	4930594C11Rik	1	-	37487193	37488982	0.177342	0.125820	0.254653
ENSMUSG00000026090	2010300C02Rik	1	-	37611677	37720085	26.226851	23.926888	48.426888
ENSMUSG00000089767	4930556I23Rik	1	+	37614259	37615372	0.000000	0.000000	0.000000
ENSMUSG00000104365	4930470B04Rik	1	+	37660722	37662647	0.000000	0.000000	0.000000
ENSMUSG00000102650	Gm19863	1	-	37694447	37696664	0.000000	0.000000	0.000000
ENSMUSG00000060771	Tsga10	1	-	37754776	37866429	0.278024	0.551986	1.117193
ENSMUSG00000097268	Gm26805	1	+	37865299	37871388	0.000000	0.000000	0.000000
ENSMUSG00000037216	Lipt1	1	+	37871738	37876228	3.218253	8.000549	16.192734
ENSMUSG00000026088	Mitd1	1	-	37874801	37890411	6.932980	15.179901	30.723400
ENSMUSG00000026087	Mrpl30	1	+	37890477	37898535	33.993416	94.893555	192.060074
ENSMUSG00000058407	Txndc9	1	-	37985189	37997893	7.184959	16.001558	32.386395
ENSMUSG00000026083	Eif5b	1	+	37998010	38055579	14.545901	15.259855	30.885225
ENSMUSG00000026082	Rev1	1	-	38052786	38129801	2.034819	3.386835	6.854794
ENSMUSG00000103804	Gm37062	1	-	38076295	38077305	0.000000	0.000000	0.000000
ENSMUSG00000026078	Pdcl3	1	+	38985608	38997238	13.495143	11.226448	22.721800
ENSMUSG00000103046	Gm37309	1	+	38992678	38994316	1.384381	0.982182	1.987890
ENSMUSG00000026077	Npas2	1	+	39193731	39363236	0.194460	3.283148	6.644935
ENSMUSG00000092553	Gm20428	1	-	39276283	39276565	0.000000	0.000000	0.000000
ENSMUSG00000092563	Gm3617	1	+	39314899	39315453	0.000000	0.000000	0.000000
ENSMUSG00000073702	Rpl31	1	+	39367842	39371911	769.861938	955.937988	1934.773438
ENSMUSG00000003134	Tbc1d8	1	-	39371492	39478755	5.215623	4.390147	8.885449
ENSMUSG00000102607	Gm37265	1	-	39419048	39419932	0.000000	0.000000	0.000000
ENSMUSG00000003135	Cnot11	1	+	39534992	39546889	16.698404	13.228226	26.773302
ENSMUSG00000085894	Gm15832	1	-	39547570	39552002	3.734800	2.649743	5.362955
ENSMUSG00000077704	Snord89	1	-	39548745	39548854	2.363636	1.676938	3.394043
ENSMUSG00000048234	Rnf149	1	-	39551296	39577405	65.685280	54.261101	109.821899
ENSMUSG00000064936	Gm23722	1	-	39573746	39573875	0.000000	0.000000	0.000000
ENSMUSG00000026074	Map4k4	1	+	39900913	40026310	7.800657	23.831329	48.233482
ENSMUSG00000026072	Il1r1	1	+	40225080	40317257	0.011786	0.030847	0.062432
ENSMUSG00000103560	Gm38070	1	+	40238020	40244499	0.000000	0.000000	0.000000
ENSMUSG00000026062	Slc9a2	1	+	40680574	40769273	6.760667	6.689525	13.539282
ENSMUSG00000103679	Gm37623	1	-	40691442	40697636	0.000000	0.000000	0.000000
ENSMUSG00000103270	Gm37915	1	+	40771385	40785343	0.000000	0.000000	0.000000
ENSMUSG00000041945	Mfsd9	1	-	40772038	40790687	2.598829	2.877983	5.824902
ENSMUSG00000079588	Tmem182	1	+	40805601	40856887	3.000736	2.128944	4.308882
ENSMUSG00000060679	Mrps9	1	+	42851233	42905683	18.384367	62.824554	127.153923
ENSMUSG00000077448	Gm23126	1	-	42866685	42866818	0.000000	0.000000	0.000000
ENSMUSG00000070939	Tgfbrap1	1	-	43047200	43098637	3.674984	6.154368	12.456150
ENSMUSG00000100269	Gm28782	1	+	43056267	43057134	0.000000	0.000000	0.000000
ENSMUSG00000041878	8430432A02Rik	1	+	43092588	43093835	0.000000	0.000000	0.000000
ENSMUSG00000010290	AI597479	1	+	43098710	43115947	10.171197	7.216199	14.605247
ENSMUSG00000008136	Fhl2	1	-	43123074	43196984	40.135479	34.559963	69.947723
ENSMUSG00000094497	Gm8210	1	+	43189156	43189638	3.253040	2.307947	4.671176
ENSMUSG00000066877	Nck2	1	+	43444579	43570515	2.069500	36.042332	72.947975
ENSMUSG00000103422	Gm37536	1	+	43488447	43490937	0.000000	0.000000	0.000000
ENSMUSG00000103945	Gm38228	1	+	43560273	43561565	0.988399	0.701243	1.419283
ENSMUSG00000026051	1500015O10Rik	1	+	43730602	43742578	0.000000	0.000000	0.000000
ENSMUSG00000100764	Gm29155	1	-	43741961	43743895	0.242358	0.292757	0.592526
ENSMUSG00000100635	Gm29157	1	+	43742915	43743526	0.000000	0.000000	0.000000
ENSMUSG00000057363	Uxs1	1	-	43746966	43827800	8.102938	6.859496	13.883296
ENSMUSG00000090243	Gm16103	1	+	43785910	43787188	0.000000	0.000000	0.000000
ENSMUSG00000041763	Tpp2	1	+	43933647	44003000	5.570338	15.663911	31.703014
ENSMUSG00000026049	Tex30	1	-	44086613	44102441	14.527000	17.181223	34.773983
ENSMUSG00000101104	Gm29247	1	-	44091463	44110790	0.000000	0.000000	0.000000
ENSMUSG00000026047	Kdelc1	1	-	44106546	44118808	7.089716	7.151317	14.473927
ENSMUSG00000041684	Bivm	1	+	44118957	44144770	6.975022	7.478583	15.136299
ENSMUSG00000026048	Ercc5	1	+	44147744	44181260	3.451057	3.734828	7.559114
ENSMUSG00000025995	Wdr75	1	+	45795166	45823619	14.876018	17.920677	36.270603
ENSMUSG00000084817	Gm5526	1	-	45857332	45857754	1.394789	0.989566	2.002836
ENSMUSG00000025993	Slc40a1	1	-	45908068	45926523	0.584556	1.109960	2.246506
ENSMUSG00000041144	Dnah7b	1	+	46066315	46373546	0.005216	0.015325	0.031018
ENSMUSG00000101337	Dnah7c	1	+	46425592	46807476	0.000000	0.000000	0.000000
ENSMUSG00000025986	Slc39a10	1	-	46807544	46892852	2.385994	3.393508	6.868300
ENSMUSG00000100213	Gm28151	1	-	46849529	46850479	0.896951	0.636363	1.287969
ENSMUSG00000103129	Gm37393	1	-	46877203	46881072	0.000000	0.000000	0.000000
ENSMUSG00000026107	Nabp1	1	-	51465862	51478425	0.377148	0.559993	1.133399
ENSMUSG00000018417	Myo1b	1	-	51749765	51916071	6.148318	13.175998	26.667597
ENSMUSG00000101724	Gm29453	1	-	51847840	51849118	0.000000	0.000000	0.000000
ENSMUSG00000100313	Gm28323	1	-	51877110	51879608	0.000000	0.000000	0.000000
ENSMUSG00000062939	Stat4	1	+	51987148	52107189	0.000000	0.000000	0.000000
