Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000025939	Ube2w	1	-	16540790	16619489	4.675674	8.639964	18.320713
ENSMUSG00000102457	Gm38342	1	+	16618560	16621539	0.479505	0.090804	0.192547
ENSMUSG00000079658	Tceb1	1	-	16641725	16657042	66.205429	25.425014	53.912766
ENSMUSG00000100959	Gm7654	1	-	16662980	16663662	0.235725	0.044639	0.094656
ENSMUSG00000025940	Tmem70	1	+	16665207	16678275	187.015076	38.454983	81.542305
ENSMUSG00000025779	Ly96	1	+	16688051	16709611	11.636631	3.559991	7.548825
ENSMUSG00000101640	Gm28376	1	+	16898185	17091631	0.000000	0.000000	0.000000
ENSMUSG00000104133	4921511E07Rik	1	+	16930970	16931796	0.000000	0.000000	0.000000
ENSMUSG00000042686	Jph1	1	-	16964560	17097889	0.687075	0.135226	0.286741
ENSMUSG00000101589	Rbm6-ps1	1	-	17397412	17400281	0.156098	0.029560	0.062682
ENSMUSG00000089787	Gm15825	1	-	19063300	19104840	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19103022	19166346	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19153422	19153966	2.319351	0.439217	0.931343
ENSMUSG00000043760	Pkhd1	1	-	20057779	20618064	0.112999	0.034375	0.072891
ENSMUSG00000104095	Gm37315	1	-	20062070	20065548	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20356452	20392300	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20444258	20444810	0.000000	0.000000	0.000000
ENSMUSG00000070175	Gm24162	1	-	20444811	20444912	0.000000	0.000000	0.000000
ENSMUSG00000041859	Mcm3	1	-	20802968	20820312	183.049850	42.065182	89.197594
ENSMUSG00000097934	6720483E21Rik	1	-	20888650	20890473	0.434821	0.082342	0.174604
ENSMUSG00000025931	Paqr8	1	+	20890606	20939650	0.084041	0.058374	0.123781
ENSMUSG00000077314	Gm24171	1	-	20915410	20915540	0.000000	0.000000	0.000000
ENSMUSG00000041809	Efhc1	1	+	20951626	20990841	0.135870	0.026473	0.056135
ENSMUSG00000041779	Tram2	1	-	20996299	21079229	2.033478	0.395106	0.837807
ENSMUSG00000100819	Gm2693	1	+	21178988	21187427	0.000000	0.000000	0.000000
ENSMUSG00000025933	Tmem14a	1	+	21218575	21230167	11.904515	2.553102	5.413755
ENSMUSG00000025934	Gsta3	1	+	21240589	21265661	1.611725	0.942959	1.999508
ENSMUSG00000099343	Gm28836	1	-	21250359	21271593	0.000000	0.000000	0.000000
ENSMUSG00000067750	Khdc1a	1	+	21349641	21352200	0.587821	0.111316	0.236042
ENSMUSG00000028033	Kcnq5	1	-	21398403	21961942	0.000000	0.000000	0.000000
ENSMUSG00000104138	Gm36949	1	-	21454691	21457017	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21511933	21513056	0.626335	0.118610	0.251507
ENSMUSG00000103748	Gm38243	1	-	21838948	21840514	0.000000	0.000000	0.000000
ENSMUSG00000097109	Gm26580	1	+	21959842	21962530	0.000000	0.000000	0.000000
ENSMUSG00000097970	Gm27028	1	+	23291537	23291935	0.308271	0.058378	0.123787
ENSMUSG00000065567	Mir30c-2	1	+	23291701	23291784	0.000000	0.000000	0.000000
ENSMUSG00000100775	Gm29107	1	+	23293729	23294075	0.861671	0.163175	0.346007
ENSMUSG00000026158	Ogfrl1	1	-	23366424	23397772	0.560982	0.177838	0.377099
ENSMUSG00000026156	B3gat2	1	+	23761753	23849158	2.635855	0.547525	1.161005
ENSMUSG00000026155	Smap1	1	-	23844846	23922317	30.141100	21.125744	44.796329
ENSMUSG00000026154	Sdhaf4	1	-	23995939	24005656	43.482838	10.655233	22.594013
ENSMUSG00000102495	Gm26524	1	+	24005505	24005894	0.000000	0.000000	0.000000
ENSMUSG00000026153	Fam135a	1	-	24011093	24100341	49.988518	14.318537	30.361906
ENSMUSG00000102398	Gm37580	1	+	24100625	24103424	0.101786	0.019275	0.040873
ENSMUSG00000026147	Col9a1	1	+	24177610	24252684	0.724010	0.183345	0.388776
ENSMUSG00000026141	Col19a1	1	-	24261890	24587472	0.000000	0.000000	0.000000
ENSMUSG00000077463	Gm26418	1	-	24548841	24548977	0.000000	0.000000	0.000000
ENSMUSG00000099997	Tubb4b-ps2	1	-	24594087	24595423	0.037397	0.007082	0.015017
ENSMUSG00000100131	Gm28439	1	-	24611535	24612410	5823.396484	1102.781250	2338.405273
ENSMUSG00000067736	Gm10222	1	-	24612407	24612700	6617.671387	1253.193726	2657.348877
ENSMUSG00000101939	Gm28438	1	-	24612775	24613119	3148.349365	596.205444	1264.230713
ENSMUSG00000101111	Gm28437	1	-	24613189	24613971	11602.779297	2197.227783	4659.136719
ENSMUSG00000100862	Gm10925	1	-	24613974	24614651	17030.169922	3225.017090	6838.523926
ENSMUSG00000102070	Gm28661	1	-	24614885	24615565	15733.891602	2979.539551	6317.999512
ENSMUSG00000101249	Gm29216	1	-	24615706	24616197	14521.789062	2750.002930	5831.275391
ENSMUSG00000073725	Lmbrd1	1	+	24678630	24766301	14.280838	7.138762	15.137468
ENSMUSG00000086240	Gm7846	1	-	28580499	28580772	0.104015	0.019697	0.041768
ENSMUSG00000099492	Gm5525	1	-	29484604	29485915	5.034433	0.953375	2.021594
ENSMUSG00000100261	Gm6473	1	+	30769687	30771815	0.493802	0.093512	0.198288
ENSMUSG00000048874	Phf3	1	-	30802339	30873921	29.891481	12.858548	27.266058
ENSMUSG00000103783	Gm37522	1	-	30833548	30836431	0.092233	0.017466	0.037036
ENSMUSG00000104315	Gm37906	1	-	30865504	30868538	0.255684	0.048419	0.102671
ENSMUSG00000026064	Ptp4a1	1	-	30940302	30949770	74.710777	20.834068	44.177837
ENSMUSG00000087346	Gm5699	1	-	30998184	30998906	2.715076	0.514156	1.090248
ENSMUSG00000070960	Gm19680	1	+	31615149	31616661	10.829808	2.050850	4.348747
ENSMUSG00000026058	Khdrbs2	1	+	32172714	32658568	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32213133	32213239	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32473757	32475565	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32485315	32486942	0.047666	0.009027	0.019140
ENSMUSG00000104313	Gm37911	1	+	32496444	32497988	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32519563	32520999	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32539028	32542440	0.000000	0.000000	0.000000
ENSMUSG00000091318	Gm5415	1	-	32543686	32547294	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32568359	32568421	0.000000	0.000000	0.000000
ENSMUSG00000102917	Gm37724	1	+	33065130	33066350	0.624064	0.118180	0.250595
ENSMUSG00000100481	Gm7114	1	+	33100907	33102695	0.393516	0.074520	0.158018
ENSMUSG00000026134	Prim2	1	-	33453810	33669795	25.580414	14.564438	30.883327
ENSMUSG00000101682	Gm29228	1	+	33482101	33482518	0.000000	0.000000	0.000000
ENSMUSG00000102714	Gm37618	1	-	33613758	33616832	0.000000	0.000000	0.000000
ENSMUSG00000102093	Gm17813	1	+	33657781	33658108	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33669824	33670712	4.652419	0.891244	1.889848
ENSMUSG00000004768	Rab23	1	+	33719887	33742564	5.202084	2.493677	5.287746
ENSMUSG00000042215	Bag2	1	-	33745484	33757795	15.446276	5.038850	10.684688
ENSMUSG00000103072	Gm37905	1	+	33748007	33748347	0.122693	0.023234	0.049268
ENSMUSG00000042197	Zfp451	1	-	33761545	33814595	10.659050	6.468583	13.716382
ENSMUSG00000081402	Gm15455	1	-	33836124	33838680	0.058662	0.011109	0.023556
ENSMUSG00000026131	Dst	1	+	33908225	34308661	0.447495	0.750407	1.591209
ENSMUSG00000103596	Gm37354	1	+	33922455	33924838	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	33963352	33963685	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	33981410	33981502	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34032100	34033797	0.000000	0.000000	0.000000
ENSMUSG00000105982	Mir6896	1	+	34117359	34117431	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34165856	34178446	0.153802	0.056424	0.119644
ENSMUSG00000104475	D630036G22Rik	1	+	34236596	34238820	0.471461	0.089281	0.189317
ENSMUSG00000103001	A930005N03Rik	1	-	34269882	34271128	0.000000	0.000000	0.000000
ENSMUSG00000102839	Gm37385	1	+	34350775	34351161	1.454394	0.275420	0.584017
ENSMUSG00000101462	Gm3052	1	-	34415050	34417986	1.648858	0.412349	0.874371
ENSMUSG00000102336	Gm37233	1	-	34427002	34433264	1.990689	0.376978	0.799368
ENSMUSG00000092852	Mir5103	1	-	34433121	34433199	0.016633	0.003150	0.006679
ENSMUSG00000042111	Ccdc115	1	-	34436670	34439672	64.711159	18.149635	38.485603
ENSMUSG00000101711	Gm28306	1	-	34439511	34444730	2.158803	0.408814	0.866875
ENSMUSG00000026127	Imp4	1	+	34439851	34449356	50.107368	15.587776	33.053280
ENSMUSG00000026126	Ptpn18	1	+	34459762	34475733	30.686213	27.836842	59.026951
ENSMUSG00000100280	Gm28417	1	-	34468834	34473148	6.859580	3.857948	8.180631
ENSMUSG00000037509	Arhgef4	1	+	34678188	34813309	0.937636	3.115719	6.606762
ENSMUSG00000102537	Gm37224	1	+	34752775	34752922	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34753123	34753477	0.000000	0.000000	0.000000
ENSMUSG00000104002	Gm38336	1	-	34809360	34811908	4.271872	0.808968	1.715385
ENSMUSG00000037503	Fam168b	1	-	34813219	34843065	216.554703	43.143627	91.484406
ENSMUSG00000104358	Gm37127	1	+	34823525	34826560	0.332852	0.063032	0.133658
ENSMUSG00000026123	Plekhb2	1	+	34849976	34879580	35.273144	36.440239	77.270126
ENSMUSG00000045216	Hs6st1	1	+	36068400	36106446	94.018036	26.621387	56.449627
ENSMUSG00000104523	Gm37335	1	-	36105384	36106446	0.000000	0.000000	0.000000
ENSMUSG00000102202	Gm33280	1	+	36132042	36138746	1.122120	0.212497	0.450591
ENSMUSG00000037470	Uggt1	1	-	36140027	36244720	36.070980	10.119447	21.457897
ENSMUSG00000098752	Mir6897	1	-	36144252	36144313	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36264597	36274679	199.650909	53.177670	112.761192
ENSMUSG00000037447	Arid5a	1	+	36307733	36324029	0.785167	0.751282	1.593065
ENSMUSG00000102762	4930403P22Rik	1	+	36332708	36333420	1.678822	0.317920	0.674137
ENSMUSG00000010453	Kansl3	1	-	36335730	36369181	85.487564	25.682545	54.458847
ENSMUSG00000098680	Mir6898	1	-	36348682	36348758	1.000000	0.189371	0.401553
ENSMUSG00000037432	Fer1l5	1	+	36372291	36422110	1.613556	0.307544	0.652135
ENSMUSG00000001143	Lman2l	1	-	36419871	36445271	13.035490	6.373733	13.515255
ENSMUSG00000037408	Cnnm4	1	+	36471620	36508764	63.903324	12.868646	27.287468
ENSMUSG00000104316	Gm37909	1	+	36473952	36476110	0.000000	0.000000	0.000000
ENSMUSG00000106081	AC084391.1	1	+	36506562	36506702	0.034331	0.006501	0.013786
ENSMUSG00000001138	Cnnm3	1	+	36511867	36528237	27.994860	7.268039	15.411596
ENSMUSG00000102845	Gm38033	1	-	36527534	36528237	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36530188	36536883	15.999070	4.538733	9.624209
ENSMUSG00000109510	Gm43543	1	-	36530193	36539429	0.001254	0.001947	0.004128
ENSMUSG00000079610	Ankrd39	1	-	36537507	36547445	7.306808	2.578891	5.468440
ENSMUSG00000026121	Sema4c	1	-	36548639	36558349	8.600219	2.214536	4.695838
ENSMUSG00000087589	D430040D24Rik	1	+	36557701	36565613	0.939998	0.256108	0.543066
ENSMUSG00000046337	Fam178b	1	-	36562692	36683183	0.079056	0.085739	0.181806
ENSMUSG00000089906	Gm6428	1	+	36601802	36602146	0.000000	0.000000	0.000000
ENSMUSG00000077939	Gm24133	1	+	36663965	36664039	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36691484	36693681	690.078430	242.561630	514.342590
ENSMUSG00000037351	Actr1b	1	-	36698114	36714422	132.441818	39.039654	82.782082
ENSMUSG00000102416	4933424G06Rik	1	+	36710149	36757953	0.000000	0.000000	0.000000
ENSMUSG00000104237	Gm33533	1	-	36739048	36744792	0.000000	0.000000	0.000000
ENSMUSG00000026116	Tmem131	1	-	36792191	36943666	68.424446	20.833076	44.175735
ENSMUSG00000103016	Gm37506	1	-	36871903	36872045	0.000000	0.000000	0.000000
ENSMUSG00000102930	Gm38115	1	-	36913601	36916539	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36922797	36926348	0.000000	0.000000	0.000000
ENSMUSG00000080054	Rpl12-ps1	1	-	36957930	36958427	1.036814	0.196342	0.416336
ENSMUSG00000050122	Vwa3b	1	+	37026596	37187613	0.413022	0.600024	1.272328
ENSMUSG00000103603	Gm37020	1	-	37132273	37133264	0.000000	0.000000	0.000000
ENSMUSG00000026114	Cnga3	1	+	37214434	37263384	0.303260	0.063941	0.135584
ENSMUSG00000026113	Inpp4a	1	+	37299865	37410736	7.619087	4.176230	8.855536
ENSMUSG00000086064	4930439A04Rik	1	-	37329667	37334172	0.000000	0.000000	0.000000
ENSMUSG00000102879	Gm37135	1	-	37330971	37331504	0.000000	0.000000	0.000000
ENSMUSG00000026112	Coa5	1	-	37417084	37430103	114.922127	29.484991	62.521790
ENSMUSG00000026111	Unc50	1	+	37430139	37439124	95.159927	23.481535	49.791691
ENSMUSG00000026110	Mgat4a	1	-	37439340	37541016	61.788429	21.147524	44.842510
ENSMUSG00000103948	4930594C11Rik	1	-	37485851	37488605	0.545364	0.103276	0.218993
ENSMUSG00000087233	4930594C11Rik	1	-	37487193	37488982	0.059510	0.011269	0.023896
ENSMUSG00000026090	2010300C02Rik	1	-	37611677	37720085	112.792191	26.165394	55.482704
ENSMUSG00000089767	4930556I23Rik	1	+	37614259	37615372	4.180357	0.791638	1.678637
ENSMUSG00000104365	4930470B04Rik	1	+	37660722	37662647	0.000000	0.000000	0.000000
ENSMUSG00000102650	Gm19863	1	-	37694447	37696664	0.135257	0.025614	0.054313
ENSMUSG00000060771	Tsga10	1	-	37754776	37866429	1.648507	0.953355	2.021552
ENSMUSG00000097268	Gm26805	1	+	37865299	37871388	0.000000	0.000000	0.000000
ENSMUSG00000037216	Lipt1	1	+	37871738	37876228	10.869078	7.114723	15.086496
ENSMUSG00000026088	Mitd1	1	-	37874801	37890411	18.231640	10.717665	22.726395
ENSMUSG00000026087	Mrpl30	1	+	37890477	37898535	109.337959	77.099731	163.487000
ENSMUSG00000058407	Txndc9	1	-	37985189	37997893	25.820812	15.058675	31.931337
ENSMUSG00000026083	Eif5b	1	+	37998010	38055579	56.940624	16.292116	34.546803
ENSMUSG00000026082	Rev1	1	-	38052786	38129801	14.227160	6.187714	13.120810
ENSMUSG00000103804	Gm37062	1	-	38076295	38077305	1.606277	0.304182	0.645006
ENSMUSG00000026078	Pdcl3	1	+	38985608	38997238	41.598701	9.554197	20.259308
ENSMUSG00000103046	Gm37309	1	+	38992678	38994316	7.100671	1.344660	2.851299
ENSMUSG00000026077	Npas2	1	+	39193731	39363236	1.860348	8.482549	17.986917
ENSMUSG00000092553	Gm20428	1	-	39276283	39276565	0.000000	0.000000	0.000000
ENSMUSG00000092563	Gm3617	1	+	39314899	39315453	0.264865	0.050158	0.106357
ENSMUSG00000073702	Rpl31	1	+	39367842	39371911	2700.737549	889.942322	1887.088501
ENSMUSG00000003134	Tbc1d8	1	-	39371492	39478755	27.166023	6.461359	13.701061
ENSMUSG00000102607	Gm37265	1	-	39419048	39419932	0.000000	0.000000	0.000000
ENSMUSG00000003135	Cnot11	1	+	39534992	39546889	55.151085	11.529730	24.448349
ENSMUSG00000085894	Gm15832	1	-	39547570	39552002	11.859973	2.245933	4.762414
ENSMUSG00000077704	Snord89	1	-	39548745	39548854	27.163637	5.144000	10.907654
ENSMUSG00000048234	Rnf149	1	-	39551296	39577405	197.970245	43.813808	92.905487
ENSMUSG00000064936	Gm23722	1	-	39573746	39573875	0.000000	0.000000	0.000000
ENSMUSG00000102471	Gm5100	1	-	39597417	39598005	0.162988	0.030865	0.065448
ENSMUSG00000026074	Map4k4	1	+	39900913	40026310	26.395559	22.774569	48.292595
ENSMUSG00000026072	Il1r1	1	+	40225080	40317257	0.008805	0.006151	0.013042
ENSMUSG00000103560	Gm38070	1	+	40238020	40244499	0.000000	0.000000	0.000000
ENSMUSG00000026068	Il18rap	1	+	40515362	40551705	0.078495	0.020529	0.043531
ENSMUSG00000104441	Gm35801	1	-	40572188	40580662	0.000000	0.000000	0.000000
ENSMUSG00000026065	Slc9a4	1	+	40580081	40630725	0.406682	0.139678	0.296182
ENSMUSG00000102676	Gm37435	1	-	40582895	40586841	0.000000	0.000000	0.000000
ENSMUSG00000026062	Slc9a2	1	+	40680574	40769273	35.612759	9.453605	20.046005
ENSMUSG00000103679	Gm37623	1	-	40691442	40697636	0.000000	0.000000	0.000000
ENSMUSG00000103270	Gm37915	1	+	40771385	40785343	0.204775	0.038778	0.082228
ENSMUSG00000041945	Mfsd9	1	-	40772038	40790687	9.660728	2.992470	6.345418
ENSMUSG00000079588	Tmem182	1	+	40805601	40856887	5.306701	1.004934	2.130924
ENSMUSG00000103106	Gm37047	1	+	42491813	42495663	0.598499	0.113338	0.240329
ENSMUSG00000060679	Mrps9	1	+	42851233	42905683	60.593079	54.575203	115.724609
ENSMUSG00000077448	Gm23126	1	-	42866685	42866818	0.000000	0.000000	0.000000
ENSMUSG00000070939	Tgfbrap1	1	-	43047200	43098637	13.709566	5.938206	12.591737
