Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000043716	Rpl7	1	-	16101295	16104662	1923.122437	1811.975220	3543.375000
ENSMUSG00000025921	Rdh10	1	+	16105774	16133734	15.367789	6.963428	13.617206
ENSMUSG00000100868	Gm28095	1	+	16228506	16244062	0.000000	0.000000	0.000000
ENSMUSG00000025920	Stau2	1	-	16228674	16520112	8.241535	10.300662	20.143272
ENSMUSG00000089982	Gm7568	1	+	16253592	16267921	0.000000	0.000000	0.000000
ENSMUSG00000025939	Ube2w	1	-	16540790	16619489	2.945349	11.112196	21.730253
ENSMUSG00000102457	Gm38342	1	+	16618560	16621539	0.187103	0.072734	0.142234
ENSMUSG00000079658	Tceb1	1	-	16641725	16657042	39.952808	29.595661	57.875259
ENSMUSG00000025940	Tmem70	1	+	16665207	16678275	112.303207	47.845623	93.563637
ENSMUSG00000025779	Ly96	1	+	16688051	16709611	14.142998	8.847274	17.301125
ENSMUSG00000101640	Gm28376	1	+	16898185	17091631	0.000000	0.000000	0.000000
ENSMUSG00000104133	4921511E07Rik	1	+	16930970	16931796	0.000000	0.000000	0.000000
ENSMUSG00000042686	Jph1	1	-	16964560	17097889	0.451981	0.182959	0.357783
ENSMUSG00000101589	Rbm6-ps1	1	-	17397412	17400281	0.209059	0.081270	0.158925
ENSMUSG00000089787	Gm15825	1	-	19063300	19104840	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19103022	19166346	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19153422	19153966	0.804785	0.312852	0.611792
ENSMUSG00000043760	Pkhd1	1	-	20057779	20618064	0.014341	0.008956	0.017513
ENSMUSG00000104095	Gm37315	1	-	20062070	20065548	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20356452	20392300	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20444258	20444810	0.000000	0.000000	0.000000
ENSMUSG00000070175	Gm24162	1	-	20444811	20444912	0.000000	0.000000	0.000000
ENSMUSG00000041859	Mcm3	1	-	20802968	20820312	103.922050	49.639088	97.070816
ENSMUSG00000025931	Paqr8	1	+	20890606	20939650	0.219540	0.313034	0.612148
ENSMUSG00000077314	Gm24171	1	-	20915410	20915540	0.000000	0.000000	0.000000
ENSMUSG00000041779	Tram2	1	-	20996299	21079229	0.868188	0.346285	0.677172
ENSMUSG00000100819	Gm2693	1	+	21178988	21187427	0.593695	0.230793	0.451323
ENSMUSG00000025933	Tmem14a	1	+	21218575	21230167	6.296077	2.813185	5.501274
ENSMUSG00000028033	Kcnq5	1	-	21398403	21961942	0.000000	0.000000	0.000000
ENSMUSG00000104138	Gm36949	1	-	21454691	21457017	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21511933	21513056	0.169929	0.066058	0.129179
ENSMUSG00000103748	Gm38243	1	-	21838948	21840514	0.000000	0.000000	0.000000
ENSMUSG00000097109	Gm26580	1	+	21959842	21962530	0.000000	0.000000	0.000000
ENSMUSG00000026158	Ogfrl1	1	-	23366424	23397772	0.494389	0.321730	0.629153
ENSMUSG00000026156	B3gat2	1	+	23761753	23849158	0.918881	0.391821	0.766218
ENSMUSG00000026155	Smap1	1	-	23844846	23922317	16.112181	23.101654	45.176022
ENSMUSG00000026154	Sdhaf4	1	-	23995939	24005656	25.358124	12.673674	24.783772
ENSMUSG00000102495	Gm26524	1	+	24005505	24005894	0.000000	0.000000	0.000000
ENSMUSG00000026153	Fam135a	1	-	24011093	24100341	24.757322	16.253014	31.783287
ENSMUSG00000026147	Col9a1	1	+	24177610	24252684	0.329042	0.171049	0.334493
ENSMUSG00000100131	Gm28439	1	-	24611535	24612410	1094.055664	425.303162	831.693848
ENSMUSG00000067736	Gm10222	1	-	24612407	24612700	936.111267	363.903839	711.625610
ENSMUSG00000101939	Gm28438	1	-	24612775	24613119	832.720276	323.711639	633.028442
ENSMUSG00000101111	Gm28437	1	-	24613189	24613971	2844.446289	1105.749878	2162.329102
ENSMUSG00000100862	Gm10925	1	-	24613974	24614651	4145.437500	1611.497192	3151.333984
ENSMUSG00000102070	Gm28661	1	-	24614885	24615565	3512.150635	1365.313232	2669.913574
ENSMUSG00000101249	Gm29216	1	-	24615706	24616197	3815.605713	1483.278442	2900.598145
ENSMUSG00000073725	Lmbrd1	1	+	24678630	24766301	6.959464	6.925311	13.542665
ENSMUSG00000099492	Gm5525	1	-	29484604	29485915	1.988440	0.772986	1.511599
ENSMUSG00000100261	Gm6473	1	+	30769687	30771815	0.473554	0.184089	0.359993
ENSMUSG00000048874	Phf3	1	-	30802339	30873921	13.602678	10.811663	21.142550
ENSMUSG00000103783	Gm37522	1	-	30833548	30836431	0.000000	0.000000	0.000000
ENSMUSG00000104315	Gm37906	1	-	30865504	30868538	0.000000	0.000000	0.000000
ENSMUSG00000026064	Ptp4a1	1	-	30940302	30949770	39.107117	23.129459	45.230392
ENSMUSG00000087346	Gm5699	1	-	30998184	30998906	0.340249	0.132268	0.258655
ENSMUSG00000070960	Gm19680	1	+	31615149	31616661	5.425314	2.109036	4.124288
ENSMUSG00000026058	Khdrbs2	1	+	32172714	32658568	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32213133	32213239	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32473757	32475565	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32485315	32486942	0.018428	0.007164	0.014009
ENSMUSG00000104313	Gm37911	1	+	32496444	32497988	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32519563	32520999	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32539028	32542440	0.000000	0.000000	0.000000
ENSMUSG00000091318	Gm5415	1	-	32543686	32547294	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32568359	32568421	0.000000	0.000000	0.000000
ENSMUSG00000102917	Gm37724	1	+	33065130	33066350	0.271813	0.105665	0.206630
ENSMUSG00000026134	Prim2	1	-	33453810	33669795	9.843382	11.504735	22.497873
ENSMUSG00000101682	Gm29228	1	+	33482101	33482518	0.000000	0.000000	0.000000
ENSMUSG00000102714	Gm37618	1	-	33613758	33616832	0.000000	0.000000	0.000000
ENSMUSG00000102093	Gm17813	1	+	33657781	33658108	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33669824	33670712	1.293588	0.513511	1.004187
ENSMUSG00000004768	Rab23	1	+	33719887	33742564	2.583477	2.288620	4.475468
ENSMUSG00000042215	Bag2	1	-	33745484	33757795	10.650857	6.875956	13.446152
ENSMUSG00000103072	Gm37905	1	+	33748007	33748347	0.044072	0.017133	0.033503
ENSMUSG00000042197	Zfp451	1	-	33761545	33814595	5.491319	5.617221	10.984655
ENSMUSG00000081402	Gm15455	1	-	33836124	33838680	0.107157	0.041656	0.081460
ENSMUSG00000026131	Dst	1	+	33908225	34308661	0.290720	1.040841	2.035398
ENSMUSG00000103596	Gm37354	1	+	33922455	33924838	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	33963352	33963685	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	33981410	33981502	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34032100	34033797	0.000000	0.000000	0.000000
ENSMUSG00000105982	Mir6896	1	+	34117359	34117431	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34165856	34178446	0.084693	0.046089	0.090129
ENSMUSG00000104475	D630036G22Rik	1	+	34236596	34238820	0.370787	0.144140	0.281870
ENSMUSG00000103001	A930005N03Rik	1	-	34269882	34271128	0.000000	0.000000	0.000000
ENSMUSG00000102839	Gm37385	1	+	34350775	34351161	0.329974	0.128274	0.250844
ENSMUSG00000101462	Gm3052	1	-	34415050	34417986	0.549200	0.281941	0.551345
ENSMUSG00000102336	Gm37233	1	-	34427002	34433264	0.723775	0.281360	0.550209
ENSMUSG00000092852	Mir5103	1	-	34433121	34433199	0.000000	0.000000	0.000000
ENSMUSG00000042111	Ccdc115	1	-	34436670	34439672	42.996681	24.632965	48.170547
ENSMUSG00000101711	Gm28306	1	-	34439511	34444730	1.358952	0.528279	1.033066
ENSMUSG00000026127	Imp4	1	+	34439851	34449356	27.784840	18.351292	35.886536
ENSMUSG00000026126	Ptpn18	1	+	34459762	34475733	15.837948	29.852184	58.376896
ENSMUSG00000100280	Gm28417	1	-	34468834	34473148	2.239851	2.912496	5.695479
ENSMUSG00000037509	Arhgef4	1	+	34678188	34813309	0.450540	2.817167	5.509059
ENSMUSG00000102537	Gm37224	1	+	34752775	34752922	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34753123	34753477	0.000000	0.000000	0.000000
ENSMUSG00000104002	Gm38336	1	-	34809360	34811908	0.421404	0.163817	0.320349
ENSMUSG00000037503	Fam168b	1	-	34813219	34843065	114.519714	46.801678	91.522171
ENSMUSG00000104358	Gm37127	1	+	34823525	34826560	0.147714	0.057422	0.112291
ENSMUSG00000026123	Plekhb2	1	+	34849976	34879580	21.806063	46.233742	90.411545
ENSMUSG00000045216	Hs6st1	1	+	36068400	36106446	60.528870	35.124302	68.686691
ENSMUSG00000104523	Gm37335	1	-	36105384	36106446	0.000000	0.000000	0.000000
ENSMUSG00000102202	Gm33280	1	+	36132042	36138746	0.463825	0.180307	0.352597
ENSMUSG00000037470	Uggt1	1	-	36140027	36244720	19.964388	11.513370	22.514761
ENSMUSG00000098752	Mir6897	1	-	36144252	36144313	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36264597	36274679	122.944824	65.012428	127.133873
ENSMUSG00000037447	Arid5a	1	+	36307733	36324029	1.030622	1.429426	2.795287
ENSMUSG00000102762	4930403P22Rik	1	+	36332708	36333420	0.263675	0.102501	0.200444
ENSMUSG00000010453	Kansl3	1	-	36335730	36369181	38.154285	22.799845	44.585823
ENSMUSG00000098680	Mir6898	1	-	36348682	36348758	0.000000	0.000000	0.000000
ENSMUSG00000037432	Fer1l5	1	+	36372291	36422110	0.875260	0.342458	0.669687
ENSMUSG00000001143	Lman2l	1	-	36419871	36445271	7.303335	7.129457	13.941879
ENSMUSG00000037408	Cnnm4	1	+	36471620	36508764	37.391472	15.466093	30.244438
ENSMUSG00000104316	Gm37909	1	+	36473952	36476110	0.000000	0.000000	0.000000
ENSMUSG00000106081	AC084391.1	1	+	36506562	36506702	0.025409	0.009877	0.019316
ENSMUSG00000001138	Cnnm3	1	+	36511867	36528237	15.306388	8.184970	16.005970
ENSMUSG00000102845	Gm38033	1	-	36527534	36528237	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36530188	36536883	4.807315	3.093851	6.050124
ENSMUSG00000109510	Gm43543	1	-	36530193	36539429	0.000000	0.000000	0.000000
ENSMUSG00000079610	Ankrd39	1	-	36537507	36547445	2.816932	2.382945	4.659925
ENSMUSG00000026121	Sema4c	1	-	36548639	36558349	8.567551	4.280557	8.370765
ENSMUSG00000087589	D430040D24Rik	1	+	36557701	36565613	0.377468	0.211116	0.412844
ENSMUSG00000046337	Fam178b	1	-	36562692	36683183	0.000000	0.000000	0.000000
ENSMUSG00000089906	Gm6428	1	+	36601802	36602146	0.000000	0.000000	0.000000
ENSMUSG00000077939	Gm24133	1	+	36663965	36664039	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36691484	36693681	346.864838	247.291840	483.587036
ENSMUSG00000037351	Actr1b	1	-	36698114	36714422	79.018356	44.018532	86.079643
ENSMUSG00000102416	4933424G06Rik	1	+	36710149	36757953	0.000000	0.000000	0.000000
ENSMUSG00000104237	Gm33533	1	-	36739048	36744792	0.000000	0.000000	0.000000
ENSMUSG00000026116	Tmem131	1	-	36792191	36943666	24.749933	15.383986	30.083878
ENSMUSG00000103016	Gm37506	1	-	36871903	36872045	0.000000	0.000000	0.000000
ENSMUSG00000102930	Gm38115	1	-	36913601	36916539	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36922797	36926348	0.000000	0.000000	0.000000
ENSMUSG00000080054	Rpl12-ps1	1	-	36957930	36958427	0.761044	0.295848	0.578541
ENSMUSG00000050122	Vwa3b	1	+	37026596	37187613	0.148693	0.366601	0.716900
ENSMUSG00000103603	Gm37020	1	-	37132273	37133264	0.000000	0.000000	0.000000
ENSMUSG00000026113	Inpp4a	1	+	37299865	37410736	3.030807	2.984993	5.837249
ENSMUSG00000086064	4930439A04Rik	1	-	37329667	37334172	0.000000	0.000000	0.000000
ENSMUSG00000102879	Gm37135	1	-	37330971	37331504	0.000000	0.000000	0.000000
ENSMUSG00000026112	Coa5	1	-	37417084	37430103	53.907471	28.350262	55.439838
ENSMUSG00000026111	Unc50	1	+	37430139	37439124	55.773270	28.213694	55.172779
ENSMUSG00000026110	Mgat4a	1	-	37439340	37541016	33.208073	23.301954	45.567711
ENSMUSG00000103948	4930594C11Rik	1	-	37485851	37488605	0.000000	0.000000	0.000000
ENSMUSG00000087233	4930594C11Rik	1	-	37487193	37488982	0.000000	0.000000	0.000000
ENSMUSG00000026090	2010300C02Rik	1	-	37611677	37720085	46.174877	22.964308	44.907436
ENSMUSG00000089767	4930556I23Rik	1	+	37614259	37615372	1.272321	0.494602	0.967210
ENSMUSG00000104365	4930470B04Rik	1	+	37660722	37662647	0.000000	0.000000	0.000000
ENSMUSG00000102650	Gm19863	1	-	37694447	37696664	0.129396	0.050301	0.098366
ENSMUSG00000060771	Tsga10	1	-	37754776	37866429	0.594580	0.699508	1.367910
ENSMUSG00000097268	Gm26805	1	+	37865299	37871388	0.000000	0.000000	0.000000
ENSMUSG00000037216	Lipt1	1	+	37871738	37876228	5.724990	7.369864	14.412004
ENSMUSG00000026088	Mitd1	1	-	37874801	37890411	15.025170	17.628090	34.472286
ENSMUSG00000026087	Mrpl30	1	+	37890477	37898535	72.666771	107.976761	211.151993
ENSMUSG00000058407	Txndc9	1	-	37985189	37997893	13.783014	16.586910	32.436230
ENSMUSG00000026083	Eif5b	1	+	37998010	38055579	26.915371	15.520915	30.351645
ENSMUSG00000026082	Rev1	1	-	38052786	38129801	4.733310	4.113801	8.044669
ENSMUSG00000103804	Gm37062	1	-	38076295	38077305	0.000000	0.000000	0.000000
ENSMUSG00000026078	Pdcl3	1	+	38985608	38997238	20.787981	8.940320	17.483080
ENSMUSG00000103046	Gm37309	1	+	38992678	38994316	0.700427	0.272284	0.532460
ENSMUSG00000026077	Npas2	1	+	39193731	39363236	0.300059	2.902325	5.675590
ENSMUSG00000092553	Gm20428	1	-	39276283	39276565	0.000000	0.000000	0.000000
ENSMUSG00000092563	Gm3617	1	+	39314899	39315453	0.000000	0.000000	0.000000
ENSMUSG00000073702	Rpl31	1	+	39367842	39371911	1701.434692	1160.680298	2269.747314
ENSMUSG00000003134	Tbc1d8	1	-	39371492	39478755	8.416577	3.911475	7.649014
ENSMUSG00000102607	Gm37265	1	-	39419048	39419932	0.000000	0.000000	0.000000
ENSMUSG00000003135	Cnot11	1	+	39534992	39546889	34.807301	14.996668	29.326464
ENSMUSG00000085894	Gm15832	1	-	39547570	39552002	3.835328	1.490945	2.915591
ENSMUSG00000077704	Snord89	1	-	39548745	39548854	8.454546	3.286620	6.427090
ENSMUSG00000048234	Rnf149	1	-	39551296	39577405	127.330933	56.569057	110.622581
ENSMUSG00000064936	Gm23722	1	-	39573746	39573875	0.000000	0.000000	0.000000
ENSMUSG00000026074	Map4k4	1	+	39900913	40026310	12.468880	21.760790	42.553917
ENSMUSG00000026072	Il1r1	1	+	40225080	40317257	0.013836	0.019841	0.038800
ENSMUSG00000103560	Gm38070	1	+	40238020	40244499	0.000000	0.000000	0.000000
ENSMUSG00000026070	Il18r1	1	+	40465552	40500854	0.107328	0.048336	0.094522
ENSMUSG00000104441	Gm35801	1	-	40572188	40580662	0.000000	0.000000	0.000000
ENSMUSG00000026065	Slc9a4	1	+	40580081	40630725	0.063843	0.029435	0.057561
ENSMUSG00000102676	Gm37435	1	-	40582895	40586841	0.000000	0.000000	0.000000
ENSMUSG00000026062	Slc9a2	1	+	40680574	40769273	11.189576	6.082979	11.895460
ENSMUSG00000103679	Gm37623	1	-	40691442	40697636	0.000000	0.000000	0.000000
ENSMUSG00000103270	Gm37915	1	+	40771385	40785343	0.153075	0.059506	0.116367
ENSMUSG00000041945	Mfsd9	1	-	40772038	40790687	4.664258	2.996088	5.858945
ENSMUSG00000079588	Tmem182	1	+	40805601	40856887	3.475331	1.351000	2.641924
ENSMUSG00000103106	Gm37047	1	+	42491813	42495663	0.000000	0.000000	0.000000
ENSMUSG00000060679	Mrps9	1	+	42851233	42905683	28.993170	54.495228	106.567154
ENSMUSG00000077448	Gm23126	1	-	42866685	42866818	0.000000	0.000000	0.000000
ENSMUSG00000070939	Tgfbrap1	1	-	43047200	43098637	6.728787	6.184150	12.093301
ENSMUSG00000100269	Gm28782	1	+	43056267	43057134	0.000000	0.000000	0.000000
ENSMUSG00000041878	8430432A02Rik	1	+	43092588	43093835	0.000000	0.000000	0.000000
ENSMUSG00000010290	AI597479	1	+	43098710	43115947	18.342394	7.130421	13.943767
ENSMUSG00000008136	Fhl2	1	-	43123074	43196984	73.685295	34.765488	67.985023
ENSMUSG00000094497	Gm8210	1	+	43189156	43189638	8.060946	3.133612	6.127878
ENSMUSG00000066877	Nck2	1	+	43444579	43570515	3.299179	31.318634	61.244583
ENSMUSG00000103422	Gm37536	1	+	43488447	43490937	0.000000	0.000000	0.000000
ENSMUSG00000103945	Gm38228	1	+	43560273	43561565	0.464037	0.180390	0.352758
ENSMUSG00000100480	Gm29156	1	-	43745784	43746282	0.310621	0.120751	0.236132
ENSMUSG00000057363	Uxs1	1	-	43746966	43827800	16.620035	7.649632	14.959097
ENSMUSG00000090243	Gm16103	1	+	43785910	43787188	0.000000	0.000000	0.000000
ENSMUSG00000100701	Gm19587	1	+	43888051	43888595	0.229358	0.089161	0.174356
ENSMUSG00000041763	Tpp2	1	+	43933647	44003000	11.296217	16.644930	32.549690
ENSMUSG00000091844	Gm8251	1	-	44055952	44061936	0.050125	0.019486	0.038105
ENSMUSG00000026049	Tex30	1	-	44086613	44102441	31.243755	20.838079	40.749531
ENSMUSG00000101104	Gm29247	1	-	44091463	44110790	0.131882	0.060696	0.118692
ENSMUSG00000026047	Kdelc1	1	-	44106546	44118808	15.705491	8.965124	17.531586
ENSMUSG00000041684	Bivm	1	+	44118957	44144770	10.197346	5.355155	10.472176
ENSMUSG00000026048	Ercc5	1	+	44147744	44181260	7.594475	4.602643	9.000616
ENSMUSG00000101567	Txn-ps1	1	-	44463923	44464231	0.485437	0.188709	0.369026
ENSMUSG00000056870	Gulp1	1	+	44551511	44796838	0.001040	0.018582	0.036338
ENSMUSG00000102319	Gm37626	1	+	44560885	44565447	0.000000	0.000000	0.000000
ENSMUSG00000089877	Gm16102	1	+	44644279	44644698	0.000000	0.000000	0.000000
ENSMUSG00000101701	4930521E06Rik	1	-	44739676	44744949	0.000000	0.000000	0.000000
ENSMUSG00000103071	Gm38110	1	+	44756942	44758492	0.000000	0.000000	0.000000
ENSMUSG00000025995	Wdr75	1	+	45795166	45823619	27.091122	18.564226	36.302937
ENSMUSG00000084817	Gm5526	1	-	45857332	45857754	4.864066	1.890857	3.697631
ENSMUSG00000025993	Slc40a1	1	-	45908068	45926523	1.444444	1.583155	3.095910
ENSMUSG00000041144	Dnah7b	1	+	46066315	46373546	0.005863	0.009439	0.018458
