Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000025909	Sntg1	1	-	8361475	9299878	0.000000	0.000000	0.000000
ENSMUSG00000102647	Gm38024	1	-	8450960	8453491	0.000000	0.000000	0.000000
ENSMUSG00000086235	Gm16284	1	-	8468426	8468825	0.000000	0.000000	0.000000
ENSMUSG00000102253	Gm38259	1	-	8527780	8531313	0.000000	0.000000	0.000000
ENSMUSG00000093970	Gm23358	1	-	8588615	8588724	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8643696	8644859	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8791923	8792162	1.562500	1.153781	2.413672
ENSMUSG00000103933	Gm36964	1	+	8815842	8816039	0.661616	0.488550	1.022031
ENSMUSG00000076135	Gm24276	1	+	8816138	8816247	0.000000	0.000000	0.000000
ENSMUSG00000086195	Gm6152	1	-	8855928	8856267	0.000000	0.000000	0.000000
ENSMUSG00000104504	Gm7445	1	+	8856763	8857102	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	8962996	8963621	0.000000	0.000000	0.000000
ENSMUSG00000102316	Gm37629	1	-	9191067	9192116	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9258617	9259134	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9286922	9290180	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9545408	9547455	38.836426	28.677588	59.992565
ENSMUSG00000025911	Adhfe1	1	+	9547948	9580673	0.218783	0.188538	0.394415
ENSMUSG00000079671	2610203C22Rik	1	-	9560832	9631175	0.010681	0.131564	0.275228
ENSMUSG00000081441	Gm6161	1	+	9574548	9575649	1.295139	0.956356	2.000666
ENSMUSG00000067879	3110035E14Rik	1	+	9601199	9627143	0.000000	0.000000	0.000000
ENSMUSG00000025912	Mybl1	1	-	9667415	9700209	0.718993	0.575908	1.204781
ENSMUSG00000045210	Vcpip1	1	-	9718622	9748382	7.633895	5.637020	11.792459
ENSMUSG00000097893	1700034P13Rik	1	+	9747648	9791924	0.103953	0.454994	0.951833
ENSMUSG00000025915	Sgk3	1	+	9798107	9900845	0.351383	2.188607	4.578494
ENSMUSG00000046334	Gm6195	1	-	9802197	9802553	0.000000	0.000000	0.000000
ENSMUSG00000088916	Gm22607	1	-	9834498	9834602	0.000000	0.000000	0.000000
ENSMUSG00000046101	Mcmdc2	1	+	9908638	9942085	0.000000	0.000000	0.000000
ENSMUSG00000098234	Snhg6	1	-	9941959	9944118	40.348164	66.519478	139.156555
ENSMUSG00000093178	Snord87	1	-	9942463	9942549	2.632184	1.943657	4.066066
ENSMUSG00000099032	Tcf24	1	-	9960163	9967932	0.142142	0.104960	0.219574
ENSMUSG00000104025	E330040D14Rik	1	+	9967314	9968687	0.000000	0.000000	0.000000
ENSMUSG00000025916	Ppp1r42	1	-	9968624	10009136	0.000000	0.000000	0.000000
ENSMUSG00000087199	Gm15818	1	+	9982387	9992366	0.000000	0.000000	0.000000
ENSMUSG00000025917	Cops5	1	-	10024601	10038168	26.721458	45.385071	94.944069
ENSMUSG00000056763	Cspp1	1	+	10037987	10136768	1.704340	9.323292	19.504017
ENSMUSG00000102356	1700047N06Rik	1	-	10057025	10057944	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10137571	10232670	20.101078	24.436514	51.120380
ENSMUSG00000088153	Gm26348	1	+	10166539	10166778	0.000000	0.000000	0.000000
ENSMUSG00000102556	Gm37569	1	-	10197081	10198802	0.161440	0.119211	0.249384
ENSMUSG00000005886	Ncoa2	1	-	13139105	13374083	5.857594	9.119153	19.076965
ENSMUSG00000103506	Gm38376	1	-	13177462	13179714	0.000000	0.000000	0.000000
ENSMUSG00000103495	Gm37409	1	-	13234809	13236434	0.000000	0.000000	0.000000
ENSMUSG00000099183	Gm27881	1	+	13262198	13262279	0.000000	0.000000	0.000000
ENSMUSG00000102639	Gm38223	1	-	13289812	13290506	0.000000	0.000000	0.000000
ENSMUSG00000104170	Gm37702	1	-	13297036	13298907	0.000000	0.000000	0.000000
ENSMUSG00000087782	Gm23169	1	-	13334498	13334609	0.000000	0.000000	0.000000
ENSMUSG00000103085	Gm38120	1	-	13343563	13348204	0.000000	0.000000	0.000000
ENSMUSG00000102664	Gm38380	1	-	13354483	13356730	0.000000	0.000000	0.000000
ENSMUSG00000101476	Gm29570	1	+	13376070	13388413	0.318649	0.235297	0.492233
ENSMUSG00000025935	Tram1	1	-	13564698	13589910	23.923147	19.214489	40.196079
ENSMUSG00000025937	Lactb2	1	-	13623330	13660546	5.960140	4.514791	9.444793
ENSMUSG00000102982	Gm38319	1	-	13641483	13642748	0.118483	0.087490	0.183027
ENSMUSG00000067813	Xkr9	1	+	13668771	13701723	1.129803	0.834269	1.745263
ENSMUSG00000097711	Gm5523	1	-	13785883	13786879	0.150451	0.111096	0.232409
ENSMUSG00000081201	Smt3h2-ps4	1	-	14839869	14840156	1.267595	0.936017	1.958117
ENSMUSG00000082193	Rpl5-ps1	1	+	14865072	14865965	2.392246	1.766482	3.695422
ENSMUSG00000073737	Gm10566	1	-	15268802	15269797	0.631727	0.466480	0.975860
ENSMUSG00000092083	Kcnb2	1	+	15287254	15723750	0.000000	0.000000	0.000000
ENSMUSG00000102937	Gm38116	1	+	15364302	15365834	0.000000	0.000000	0.000000
ENSMUSG00000104149	Gm37138	1	+	15556249	15558337	0.000000	0.000000	0.000000
ENSMUSG00000088829	Gm25227	1	-	15685935	15686046	0.000000	0.000000	0.000000
ENSMUSG00000025925	Terf1	1	+	15805646	15844052	7.469727	12.116075	25.346428
ENSMUSG00000104379	Gm37509	1	+	15853331	15856499	0.237299	0.175226	0.366568
ENSMUSG00000032719	Sbspon	1	-	15853862	15892722	0.000000	0.000000	0.000000
ENSMUSG00000088943	Gm23259	1	+	15879530	15879832	0.000000	0.000000	0.000000
ENSMUSG00000043716	Rpl7	1	-	16101295	16104662	788.855530	1423.848267	2978.643311
ENSMUSG00000025921	Rdh10	1	+	16105774	16133734	8.577644	7.552083	15.798708
ENSMUSG00000100868	Gm28095	1	+	16228506	16244062	0.000000	0.000000	0.000000
ENSMUSG00000025920	Stau2	1	-	16228674	16520112	3.122873	6.502035	13.602041
ENSMUSG00000089982	Gm7568	1	+	16253592	16267921	0.000000	0.000000	0.000000
ENSMUSG00000025939	Ube2w	1	-	16540790	16619489	0.939344	7.097766	14.848292
ENSMUSG00000102457	Gm38342	1	+	16618560	16621539	0.000000	0.000000	0.000000
ENSMUSG00000079658	Tceb1	1	-	16641725	16657042	16.759226	25.398909	53.133671
ENSMUSG00000025940	Tmem70	1	+	16665207	16678275	58.169601	46.731354	97.760452
ENSMUSG00000025779	Ly96	1	+	16688051	16709611	7.243389	8.611686	18.015360
ENSMUSG00000101640	Gm28376	1	+	16898185	17091631	0.000000	0.000000	0.000000
ENSMUSG00000104133	4921511E07Rik	1	+	16930970	16931796	0.000000	0.000000	0.000000
ENSMUSG00000042686	Jph1	1	-	16964560	17097889	0.136655	0.104874	0.219393
ENSMUSG00000101589	Rbm6-ps1	1	-	17397412	17400281	0.209059	0.154373	0.322944
ENSMUSG00000089787	Gm15825	1	-	19063300	19104840	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19103022	19166346	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19153422	19153966	0.933125	0.689038	1.441445
ENSMUSG00000043760	Pkhd1	1	-	20057779	20618064	0.014438	0.017126	0.035827
ENSMUSG00000104095	Gm37315	1	-	20062070	20065548	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20356452	20392300	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20444258	20444810	0.000000	0.000000	0.000000
ENSMUSG00000070175	Gm24162	1	-	20444811	20444912	0.000000	0.000000	0.000000
ENSMUSG00000041859	Mcm3	1	-	20802968	20820312	37.125404	34.357616	71.874992
ENSMUSG00000025931	Paqr8	1	+	20890606	20939650	0.168747	0.457044	0.956121
ENSMUSG00000077314	Gm24171	1	-	20915410	20915540	0.000000	0.000000	0.000000
ENSMUSG00000041779	Tram2	1	-	20996299	21079229	0.749587	0.567919	1.188067
ENSMUSG00000100819	Gm2693	1	+	21178988	21187427	0.210158	0.155185	0.324642
ENSMUSG00000025933	Tmem14a	1	+	21218575	21230167	3.613620	3.013561	6.304269
ENSMUSG00000025934	Gsta3	1	+	21240589	21265661	0.839549	1.990474	4.164005
ENSMUSG00000099343	Gm28836	1	-	21250359	21271593	0.000000	0.000000	0.000000
ENSMUSG00000028033	Kcnq5	1	-	21398403	21961942	0.000000	0.000000	0.000000
ENSMUSG00000104138	Gm36949	1	-	21454691	21457017	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21511933	21513056	0.070285	0.051900	0.108573
ENSMUSG00000103748	Gm38243	1	-	21838948	21840514	0.000000	0.000000	0.000000
ENSMUSG00000097109	Gm26580	1	+	21959842	21962530	0.000000	0.000000	0.000000
ENSMUSG00000097970	Gm27028	1	+	23291537	23291935	0.654135	0.483026	1.010475
ENSMUSG00000065567	Mir30c-2	1	+	23291701	23291784	0.000000	0.000000	0.000000
ENSMUSG00000026158	Ogfrl1	1	-	23366424	23397772	0.177457	0.219362	0.458897
ENSMUSG00000026156	B3gat2	1	+	23761753	23849158	1.108704	0.898025	1.878638
ENSMUSG00000026155	Smap1	1	-	23844846	23922317	8.303761	22.791801	47.679691
ENSMUSG00000026154	Sdhaf4	1	-	23995939	24005656	14.162473	13.416406	28.066677
ENSMUSG00000102495	Gm26524	1	+	24005505	24005894	0.000000	0.000000	0.000000
ENSMUSG00000026153	Fam135a	1	-	24011093	24100341	17.140162	19.993483	41.825703
ENSMUSG00000102398	Gm37580	1	+	24100625	24103424	0.100357	0.074106	0.155026
ENSMUSG00000026147	Col9a1	1	+	24177610	24252684	0.224303	0.221488	0.463345
ENSMUSG00000026141	Col19a1	1	-	24261890	24587472	0.000000	0.000000	0.000000
ENSMUSG00000077463	Gm26418	1	-	24548841	24548977	0.000000	0.000000	0.000000
ENSMUSG00000099997	Tubb4b-ps2	1	-	24594087	24595423	0.000000	0.000000	0.000000
ENSMUSG00000100131	Gm28439	1	-	24611535	24612410	1480.820312	1093.467163	2287.497314
ENSMUSG00000067736	Gm10222	1	-	24612407	24612700	1617.094971	1194.095093	2498.007324
ENSMUSG00000101939	Gm28438	1	-	24612775	24613119	903.418823	667.102417	1395.556152
ENSMUSG00000101111	Gm28437	1	-	24613189	24613971	3221.325684	2378.690918	4976.142578
ENSMUSG00000100862	Gm10925	1	-	24613974	24614651	4914.641602	3629.069092	7591.892090
ENSMUSG00000102070	Gm28661	1	-	24614885	24615565	4380.099609	3234.352783	6766.158691
ENSMUSG00000101249	Gm29216	1	-	24615706	24616197	3839.235840	2834.968018	5930.659668
ENSMUSG00000073725	Lmbrd1	1	+	24678630	24766301	4.117960	8.284039	17.329935
ENSMUSG00000099492	Gm5525	1	-	29484604	29485915	1.028836	0.759713	1.589294
ENSMUSG00000100261	Gm6473	1	+	30769687	30771815	0.000000	0.000000	0.000000
ENSMUSG00000048874	Phf3	1	-	30802339	30873921	9.137699	15.575631	32.583706
ENSMUSG00000103783	Gm37522	1	-	30833548	30836431	0.000000	0.000000	0.000000
ENSMUSG00000104315	Gm37906	1	-	30865504	30868538	0.069852	0.051580	0.107904
ENSMUSG00000026064	Ptp4a1	1	-	30940302	30949770	22.356031	24.004269	50.216137
ENSMUSG00000087346	Gm5699	1	-	30998184	30998906	0.915629	0.676119	1.414418
ENSMUSG00000070960	Gm19680	1	+	31615149	31616661	3.300727	2.437322	5.098798
ENSMUSG00000026058	Khdrbs2	1	+	32172714	32658568	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32213133	32213239	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32473757	32475565	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32485315	32486942	0.013944	0.010297	0.021540
ENSMUSG00000104313	Gm37911	1	+	32496444	32497988	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32519563	32520999	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32539028	32542440	0.000000	0.000000	0.000000
ENSMUSG00000091318	Gm5415	1	-	32543686	32547294	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32568359	32568421	0.000000	0.000000	0.000000
ENSMUSG00000102917	Gm37724	1	+	33065130	33066350	0.163542	0.120763	0.252631
ENSMUSG00000100481	Gm7114	1	+	33100907	33102695	0.167691	0.123826	0.259041
ENSMUSG00000026134	Prim2	1	-	33453810	33669795	5.260273	11.678438	24.430904
ENSMUSG00000101682	Gm29228	1	+	33482101	33482518	0.000000	0.000000	0.000000
ENSMUSG00000102714	Gm37618	1	-	33613758	33616832	0.000000	0.000000	0.000000
ENSMUSG00000102093	Gm17813	1	+	33657781	33658108	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33669824	33670712	0.673791	0.508407	1.063570
ENSMUSG00000004768	Rab23	1	+	33719887	33742564	0.906747	2.782715	5.821349
ENSMUSG00000042215	Bag2	1	-	33745484	33757795	3.607061	4.918946	10.290272
ENSMUSG00000103072	Gm37905	1	+	33748007	33748347	0.000000	0.000000	0.000000
ENSMUSG00000042197	Zfp451	1	-	33761545	33814595	3.009028	6.244541	13.063375
ENSMUSG00000026131	Dst	1	+	33908225	34308661	0.121824	1.119191	2.341311
ENSMUSG00000103596	Gm37354	1	+	33922455	33924838	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	33963352	33963685	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	33981410	33981502	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34032100	34033797	0.000000	0.000000	0.000000
ENSMUSG00000105982	Mir6896	1	+	34117359	34117431	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34165856	34178446	0.069664	0.083102	0.173846
ENSMUSG00000104475	D630036G22Rik	1	+	34236596	34238820	0.000000	0.000000	0.000000
ENSMUSG00000103001	A930005N03Rik	1	-	34269882	34271128	0.000000	0.000000	0.000000
ENSMUSG00000102839	Gm37385	1	+	34350775	34351161	0.214129	0.158117	0.330776
ENSMUSG00000101462	Gm3052	1	-	34415050	34417986	0.722064	0.704123	1.473001
ENSMUSG00000102336	Gm37233	1	-	34427002	34433264	0.561463	0.414595	0.867320
ENSMUSG00000092852	Mir5103	1	-	34433121	34433199	0.007066	0.005218	0.010915
ENSMUSG00000042111	Ccdc115	1	-	34436670	34439672	12.457727	13.519167	28.281651
ENSMUSG00000101711	Gm28306	1	-	34439511	34444730	0.000000	0.000000	0.000000
ENSMUSG00000026127	Imp4	1	+	34439851	34449356	13.145094	17.449272	36.503296
ENSMUSG00000026126	Ptpn18	1	+	34459762	34475733	8.086454	28.870611	60.396362
ENSMUSG00000100280	Gm28417	1	-	34468834	34473148	2.701302	6.381614	13.350126
ENSMUSG00000101223	4930568A12Rik	1	-	34477167	34485933	0.027433	0.200174	0.418757
ENSMUSG00000037509	Arhgef4	1	+	34678188	34813309	0.322092	4.215073	8.817793
ENSMUSG00000102537	Gm37224	1	+	34752775	34752922	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34753123	34753477	0.000000	0.000000	0.000000
ENSMUSG00000104002	Gm38336	1	-	34809360	34811908	0.864702	0.638513	1.335748
ENSMUSG00000037503	Fam168b	1	-	34813219	34843065	61.004982	48.596066	101.661362
ENSMUSG00000104358	Gm37127	1	+	34823525	34826560	0.000000	0.000000	0.000000
ENSMUSG00000026123	Plekhb2	1	+	34849976	34879580	10.524159	42.905239	89.756348
ENSMUSG00000045216	Hs6st1	1	+	36068400	36106446	24.519487	27.110518	56.714302
ENSMUSG00000104523	Gm37335	1	-	36105384	36106446	0.000000	0.000000	0.000000
ENSMUSG00000102202	Gm33280	1	+	36132042	36138746	0.242166	0.178820	0.374086
ENSMUSG00000037470	Uggt1	1	-	36140027	36244720	9.757256	10.583957	22.141287
ENSMUSG00000098752	Mir6897	1	-	36144252	36144313	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36264597	36274679	68.185577	69.866280	146.157944
ENSMUSG00000037447	Arid5a	1	+	36307733	36324029	0.324322	0.800855	1.675363
ENSMUSG00000102762	4930403P22Rik	1	+	36332708	36333420	0.420757	0.310695	0.649964
ENSMUSG00000010453	Kansl3	1	-	36335730	36369181	19.992809	23.086527	48.296249
ENSMUSG00000098680	Mir6898	1	-	36348682	36348758	0.000000	0.000000	0.000000
ENSMUSG00000037432	Fer1l5	1	+	36372291	36422110	0.457308	0.339878	0.711013
ENSMUSG00000001143	Lman2l	1	-	36419871	36445271	3.836347	6.666922	13.946980
ENSMUSG00000037408	Cnnm4	1	+	36471620	36508764	21.595871	16.995413	35.553841
ENSMUSG00000104316	Gm37909	1	+	36473952	36476110	0.000000	0.000000	0.000000
ENSMUSG00000106081	AC084391.1	1	+	36506562	36506702	0.166976	0.123298	0.257936
ENSMUSG00000001138	Cnnm3	1	+	36511867	36528237	8.153972	8.535354	17.855679
ENSMUSG00000102845	Gm38033	1	-	36527534	36528237	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36530188	36536883	4.584724	4.848703	10.143328
ENSMUSG00000109510	Gm43543	1	-	36530193	36539429	0.000000	0.000000	0.000000
ENSMUSG00000079610	Ankrd39	1	-	36537507	36547445	2.316932	3.644068	7.623269
ENSMUSG00000026121	Sema4c	1	-	36548639	36558349	4.430020	4.577380	9.575727
ENSMUSG00000087589	D430040D24Rik	1	+	36557701	36565613	0.295377	0.313807	0.656474
ENSMUSG00000046337	Fam178b	1	-	36562692	36683183	0.000000	0.000000	0.000000
ENSMUSG00000089906	Gm6428	1	+	36601802	36602146	0.000000	0.000000	0.000000
ENSMUSG00000077939	Gm24133	1	+	36663965	36664039	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36691484	36693681	177.015808	241.426544	505.056366
ENSMUSG00000037351	Actr1b	1	-	36698114	36714422	36.361736	41.357857	86.519272
ENSMUSG00000102416	4933424G06Rik	1	+	36710149	36757953	0.000000	0.000000	0.000000
ENSMUSG00000104237	Gm33533	1	-	36739048	36744792	0.000000	0.000000	0.000000
ENSMUSG00000026117	Zap70	1	+	36761798	36782818	0.179856	0.394701	0.825701
ENSMUSG00000097291	Gm18828	1	-	36764863	36765874	0.000000	0.000000	0.000000
ENSMUSG00000026116	Tmem131	1	-	36792191	36943666	17.882601	21.143393	44.231281
ENSMUSG00000103016	Gm37506	1	-	36871903	36872045	0.000000	0.000000	0.000000
ENSMUSG00000102930	Gm38115	1	-	36913601	36916539	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36922797	36926348	0.000000	0.000000	0.000000
ENSMUSG00000080054	Rpl12-ps1	1	-	36957930	36958427	0.206827	0.152725	0.319496
ENSMUSG00000050122	Vwa3b	1	+	37026596	37187613	0.159175	0.951302	1.990092
ENSMUSG00000103603	Gm37020	1	-	37132273	37133264	0.000000	0.000000	0.000000
ENSMUSG00000026114	Cnga3	1	+	37214434	37263384	0.067223	0.055267	0.115617
ENSMUSG00000026113	Inpp4a	1	+	37299865	37410736	1.868485	3.765940	7.878222
ENSMUSG00000086064	4930439A04Rik	1	-	37329667	37334172	0.000000	0.000000	0.000000
ENSMUSG00000102879	Gm37135	1	-	37330971	37331504	0.000000	0.000000	0.000000
ENSMUSG00000026112	Coa5	1	-	37417084	37430103	30.341188	30.321747	63.432095
ENSMUSG00000026111	Unc50	1	+	37430139	37439124	22.434452	21.540365	45.061729
ENSMUSG00000026110	Mgat4a	1	-	37439340	37541016	19.369781	25.803625	53.980331
ENSMUSG00000103948	4930594C11Rik	1	-	37485851	37488605	0.000000	0.000000	0.000000
ENSMUSG00000087233	4930594C11Rik	1	-	37487193	37488982	0.243575	0.179861	0.376262
ENSMUSG00000026090	2010300C02Rik	1	-	37611677	37720085	27.335764	24.718269	51.709801
ENSMUSG00000089767	4930556I23Rik	1	+	37614259	37615372	0.757143	0.559089	1.169597
ENSMUSG00000104365	4930470B04Rik	1	+	37660722	37662647	0.000000	0.000000	0.000000
ENSMUSG00000102650	Gm19863	1	-	37694447	37696664	0.000000	0.000000	0.000000
ENSMUSG00000060771	Tsga10	1	-	37754776	37866429	0.247880	0.508995	1.064801
ENSMUSG00000097268	Gm26805	1	+	37865299	37871388	0.000000	0.000000	0.000000
ENSMUSG00000037216	Lipt1	1	+	37871738	37876228	2.688182	6.116760	12.796060
ENSMUSG00000026088	Mitd1	1	-	37874801	37890411	5.884799	13.713047	28.687241
ENSMUSG00000026087	Mrpl30	1	+	37890477	37898535	32.582146	88.558357	185.261154
ENSMUSG00000058407	Txndc9	1	-	37985189	37997893	7.338003	15.978935	33.427402
ENSMUSG00000026083	Eif5b	1	+	37998010	38055579	15.142446	16.637882	34.805901
ENSMUSG00000026082	Rev1	1	-	38052786	38129801	2.685765	4.243990	8.878286
ENSMUSG00000103804	Gm37062	1	-	38076295	38077305	0.000000	0.000000	0.000000
ENSMUSG00000026078	Pdcl3	1	+	38985608	38997238	10.651575	9.283330	19.420420
ENSMUSG00000103046	Gm37309	1	+	38992678	38994316	1.401464	1.034869	2.164912
ENSMUSG00000026077	Npas2	1	+	39193731	39363236	0.587852	11.959682	25.019258
ENSMUSG00000092553	Gm20428	1	-	39276283	39276565	0.000000	0.000000	0.000000
ENSMUSG00000092563	Gm3617	1	+	39314899	39315453	0.000000	0.000000	0.000000
ENSMUSG00000073702	Rpl31	1	+	39367842	39371911	652.092712	832.582642	1741.735352
ENSMUSG00000003134	Tbc1d8	1	-	39371492	39478755	5.233515	4.919996	10.292470
ENSMUSG00000102607	Gm37265	1	-	39419048	39419932	0.000000	0.000000	0.000000
ENSMUSG00000003135	Cnot11	1	+	39534992	39546889	13.705530	11.311747	23.663797
ENSMUSG00000085894	Gm15832	1	-	39547570	39552002	2.174716	1.605853	3.359392
ENSMUSG00000077704	Snord89	1	-	39548745	39548854	2.754545	2.034011	4.255083
ENSMUSG00000048234	Rnf149	1	-	39551296	39577405	57.412941	48.990025	102.485512
ENSMUSG00000064936	Gm23722	1	-	39573746	39573875	0.000000	0.000000	0.000000
ENSMUSG00000026074	Map4k4	1	+	39900913	40026310	8.786013	27.226349	56.956619
ENSMUSG00000026062	Slc9a2	1	+	40680574	40769273	8.907788	9.191915	19.229181
ENSMUSG00000103679	Gm37623	1	-	40691442	40697636	0.000000	0.000000	0.000000
ENSMUSG00000103270	Gm37915	1	+	40771385	40785343	0.217855	0.160868	0.336532
ENSMUSG00000041945	Mfsd9	1	-	40772038	40790687	2.701771	3.235628	6.768827
ENSMUSG00000079588	Tmem182	1	+	40805601	40856887	2.105670	1.554869	3.252734
ENSMUSG00000060679	Mrps9	1	+	42851233	42905683	16.161108	56.215282	117.600517
ENSMUSG00000077448	Gm23126	1	-	42866685	42866818	0.000000	0.000000	0.000000
ENSMUSG00000070939	Tgfbrap1	1	-	43047200	43098637	3.794824	6.354225	13.292829
ENSMUSG00000100269	Gm28782	1	+	43056267	43057134	0.000000	0.000000	0.000000
ENSMUSG00000041878	8430432A02Rik	1	+	43092588	43093835	0.598146	0.441683	0.923986
ENSMUSG00000010290	AI597479	1	+	43098710	43115947	10.950260	8.085890	16.915415
ENSMUSG00000008136	Fhl2	1	-	43123074	43196984	42.132843	37.774029	79.022018
ENSMUSG00000094497	Gm8210	1	+	43189156	43189638	3.270629	2.415097	5.052304
ENSMUSG00000066877	Nck2	1	+	43444579	43570515	1.578785	28.537439	59.699379
ENSMUSG00000103422	Gm37536	1	+	43488447	43490937	0.000000	0.000000	0.000000
ENSMUSG00000103945	Gm38228	1	+	43560273	43561565	0.180974	0.133635	0.279560
ENSMUSG00000026051	1500015O10Rik	1	+	43730602	43742578	0.000000	0.000000	0.000000
ENSMUSG00000100764	Gm29155	1	-	43741961	43743895	0.580786	0.909350	1.902330
ENSMUSG00000100635	Gm29157	1	+	43742915	43743526	0.000000	0.000000	0.000000
ENSMUSG00000057363	Uxs1	1	-	43746966	43827800	7.274377	6.173769	12.915320
ENSMUSG00000090243	Gm16103	1	+	43785910	43787188	0.000000	0.000000	0.000000
ENSMUSG00000041763	Tpp2	1	+	43933647	44003000	6.759569	19.480772	40.753128
ENSMUSG00000091844	Gm8251	1	-	44055952	44061936	0.061821	0.045650	0.095498
ENSMUSG00000026049	Tex30	1	-	44086613	44102441	12.376947	16.022724	33.519009
ENSMUSG00000101104	Gm29247	1	-	44091463	44110790	0.000000	0.000000	0.000000
